[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0641778 ,  0.72205603, -0.80264235], dtype=float32), array([0.59973603, 0.32816878, 0.07209515], dtype=float32), 85.276405, array(85., dtype=float32), 0.27640533]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2477502,  0.5587698, -1.0091672], dtype=float32), array([0.5586727 , 0.36593607, 0.07539128], dtype=float32), 84.83282, array(85., dtype=float32), 0.16718292]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0702249 ,  0.72503704, -0.82098603], dtype=float32), array([0.60136276, 0.32784125, 0.07079598], dtype=float32), 85.30567, array(85., dtype=float32), 0.3056717]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2531123,  0.5599848, -1.0229453], dtype=float32), array([0.56029135, 0.36573935, 0.0739693 ], dtype=float32), 84.86321, array(85., dtype=float32), 0.13678741]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0761604 ,  0.72728574, -0.8378012 ], dtype=float32), array([0.6030311 , 0.32742244, 0.0695465 ], dtype=float32), 85.334854, array(85., dtype=float32), 0.33485413]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2586178 ,  0.56101555, -1.0369467 ], dtype=float32), array([0.56198597, 0.36537844, 0.07263565], dtype=float32), 84.8935, array(85., dtype=float32), 0.10649872]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0820798,  0.7289624, -0.85374  ], dtype=float32), array([0.6047558 , 0.326912  , 0.06833214], dtype=float32), 85.36423, array(85., dtype=float32), 0.3642273]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2642654,  0.5618269, -1.0511194], dtype=float32), array([0.563763  , 0.3648765 , 0.07136048], dtype=float32), 84.92402, array(85., dtype=float32), 0.07598114]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0880438,  0.7301688, -0.8691801], dtype=float32), array([0.6065475 , 0.3263084 , 0.06714406], dtype=float32), 85.39402, array(85., dtype=float32), 0.39402008]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1702234,  0.6288569, -0.9219503], dtype=float32), array([0.5208319 , 0.39535245, 0.08381577], dtype=float32), 84.37017, array(85., dtype=float32), 0.6298294]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2515209,  0.5283101, -0.9743563], dtype=float32), array([0.56430256, 0.3567746 , 0.07892293], dtype=float32), 84.853806, array(85., dtype=float32), 0.14619446]
[None, array([90., 80., 70.], dtype=float32), array([ 1.073298  ,  0.69245154, -0.7816089 ], dtype=float32), array([0.60665035, 0.31952244, 0.07382723], dtype=float32), 85.32823, array(85., dtype=float32), 0.3282318]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2572613,  0.5292649, -0.9880885], dtype=float32), array([0.5661005 , 0.35661358, 0.07728599], dtype=float32), 84.88815, array(85., dtype=float32), 0.111846924]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0798954 ,  0.69509375, -0.8002465 ], dtype=float32), array([0.60851294, 0.31902453, 0.0724625 ], dtype=float32), 85.3605, array(85., dtype=float32), 0.36049652]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2631618,  0.5300563, -1.0021683], dtype=float32), array([0.5679678 , 0.35623753, 0.07579469], dtype=float32), 84.92173, array(85., dtype=float32), 0.07826996]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0863913 ,  0.69695663, -0.8173667 ], dtype=float32), array([0.61042315, 0.31842795, 0.07114892], dtype=float32), 85.392746, array(85., dtype=float32), 0.39274597]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2692213,  0.5306405, -1.0164784], dtype=float32), array([0.5699195 , 0.35568613, 0.07439439], dtype=float32), 84.95526, array(85., dtype=float32), 0.04473877]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0928843 ,  0.69820666, -0.8336222 ], dtype=float32), array([0.61239654, 0.31773216, 0.06987134], dtype=float32), 85.42525, array(85., dtype=float32), 0.4252472]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1748235,  0.5966093, -0.8869418], dtype=float32), array([0.52691823, 0.3855585 , 0.08752334], dtype=float32), 84.39395, array(85., dtype=float32), 0.6060486]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2557226,  0.4959128, -0.9397619], dtype=float32), array([0.57024866, 0.3474878 , 0.08226347], dtype=float32), 84.87985, array(85., dtype=float32), 0.120147705]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0773777,  0.659279 , -0.7467168], dtype=float32), array([0.6122874 , 0.31087574, 0.07683685], dtype=float32), 85.3545, array(85., dtype=float32), 0.35449982]
[None, array([90., 80., 70.], dtype=float32), array([ 1.26188   ,  0.49669945, -0.9536671 ], dtype=float32), array([0.5722223 , 0.34726632, 0.08051139], dtype=float32), 84.91711, array(85., dtype=float32), 0.08289337]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0844656,  0.6619191, -0.7657481], dtype=float32), array([0.61432344, 0.3102937 , 0.07538281], dtype=float32), 85.3894, array(85., dtype=float32), 0.38939667]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2682087 ,  0.49730918, -0.96793866], dtype=float32), array([0.5742677 , 0.34681314, 0.0789192 ], dtype=float32), 84.95349, array(85., dtype=float32), 0.04650879]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0914397 ,  0.66370726, -0.78319114], dtype=float32), array([0.6164087 , 0.30960718, 0.07398414], dtype=float32), 85.42425, array(85., dtype=float32), 0.42424774]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2747097 ,  0.49769747, -0.982452  ], dtype=float32), array([0.5764025 , 0.34617123, 0.07742626], dtype=float32), 84.98976, array(85., dtype=float32), 0.010238647]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0984108,  0.6648286, -0.799733 ], dtype=float32), array([0.6185602 , 0.3088157 , 0.07262408], dtype=float32), 85.45936, array(85., dtype=float32), 0.45935822]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1800492,  0.5627434, -0.8533939], dtype=float32), array([0.53336954, 0.3754458 , 0.09118462], dtype=float32), 84.421844, array(85., dtype=float32), 0.5781555]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2604958 ,  0.46176162, -0.9064707 ], dtype=float32), array([0.5765509 , 0.3378688 , 0.08558024], dtype=float32), 84.9097, array(85., dtype=float32), 0.09030151]
[None, array([90., 80., 70.], dtype=float32), array([ 1.082122  ,  0.6245283 , -0.71371275], dtype=float32), array([0.6182593 , 0.30190507, 0.07983562], dtype=float32), 85.38424, array(85., dtype=float32), 0.3842392]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2670966,  0.4623661, -0.920595 ], dtype=float32), array([0.5787107, 0.3375658, 0.0837235], dtype=float32), 84.94987, array(85., dtype=float32), 0.05013275]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0897003,  0.6270856, -0.7329578], dtype=float32), array([0.6204757 , 0.30123228, 0.07829205], dtype=float32), 85.421844, array(85., dtype=float32), 0.42184448]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2738818 ,  0.46277618, -0.9350873 ], dtype=float32), array([0.5809463 , 0.33701926, 0.08203439], dtype=float32), 84.98911, array(85., dtype=float32), 0.010887146]
[None, array([90., 80., 70.], dtype=float32), array([ 1.097164  ,  0.6287361 , -0.75062394], dtype=float32), array([0.6227443 , 0.30044934, 0.07680631], dtype=float32), 85.45938, array(85., dtype=float32), 0.4593811]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0198807,  0.7363141, -0.711511 ], dtype=float32), array([0.5832769 , 0.33627367, 0.08044931], dtype=float32), 85.028275, array(85., dtype=float32), 0.028274536]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2042845,  0.5709557, -0.9122149], dtype=float32), array([0.54053086, 0.37577876, 0.08369031], dtype=float32), 84.568405, array(85., dtype=float32), 0.43159485]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0246689,  0.7408534, -0.7267168], dtype=float32), array([0.5839448 , 0.33691913, 0.07913612], dtype=float32), 85.04809, array(85., dtype=float32), 0.048088074]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2080244 ,  0.57527256, -0.9250137 ], dtype=float32), array([0.5413937 , 0.37631413, 0.08229215], dtype=float32), 84.59102, array(85., dtype=float32), 0.40898132]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0292568 ,  0.7450594 , -0.74118394], dtype=float32), array([0.5846845 , 0.3374562 , 0.07785936], dtype=float32), 85.06826, array(85., dtype=float32), 0.06826019]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2119292 ,  0.57926744, -0.93796325], dtype=float32), array([0.5422742 , 0.37677372, 0.08095208], dtype=float32), 84.61322, array(85., dtype=float32), 0.3867798]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0337447 ,  0.7489748 , -0.75521773], dtype=float32), array([0.5854907 , 0.3378982 , 0.07661115], dtype=float32), 85.0888, array(85., dtype=float32), 0.08879852]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2159667,  0.5829716, -0.951033 ], dtype=float32), array([0.5431869 , 0.37715915, 0.07965403], dtype=float32), 84.63534, array(85., dtype=float32), 0.36466217]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0381966,  0.7526237, -0.7690047], dtype=float32), array([0.5863603 , 0.33825326, 0.07538649], dtype=float32), 85.10974, array(85., dtype=float32), 0.10974121]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2201191 ,  0.58640563, -0.964206  ], dtype=float32), array([0.5441417 , 0.37747017, 0.07838807], dtype=float32), 84.65753, array(85., dtype=float32), 0.34246826]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0426555,  0.75602  , -0.7826616], dtype=float32), array([0.587292  , 0.33852598, 0.07418205], dtype=float32), 85.1311, array(85., dtype=float32), 0.13110352]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2243758,  0.5895819, -0.9774731], dtype=float32), array([0.54514587, 0.37770626, 0.07714789], dtype=float32), 84.679985, array(85., dtype=float32), 0.32001495]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0471492,  0.7591701, -0.7962636], dtype=float32), array([0.5882855 , 0.33871895, 0.07299559], dtype=float32), 85.1529, array(85., dtype=float32), 0.1529007]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2287319,  0.5925082, -0.9908295], dtype=float32), array([0.5462045 , 0.37786606, 0.07592943], dtype=float32), 84.70274, array(85., dtype=float32), 0.29725647]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0516987,  0.762078 , -0.8098595], dtype=float32), array([0.58934116, 0.33883333, 0.0718255 ], dtype=float32), 85.175156, array(85., dtype=float32), 0.17515564]
[None, array([90., 80., 70.], dtype=float32), array([ 1.233185 ,  0.5951879, -1.0042735], dtype=float32), array([0.5473219 , 0.37794814, 0.07472995], dtype=float32), 84.72592, array(85., dtype=float32), 0.27407837]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0563177 ,  0.7647432 , -0.82348216], dtype=float32), array([0.59046006, 0.33886927, 0.07067072], dtype=float32), 85.1979, array(85., dtype=float32), 0.19789886]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2377362,  0.5976233, -1.0178045], dtype=float32), array([0.54850155, 0.3779509 , 0.07354758], dtype=float32), 84.74954, array(85., dtype=float32), 0.25045776]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0610182 ,  0.7671664 , -0.83715326], dtype=float32), array([0.59164333, 0.33882642, 0.0695303 ], dtype=float32), 85.22114, array(85., dtype=float32), 0.221138]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2423882,  0.5998157, -1.0314231], dtype=float32), array([0.54974633, 0.3778728 , 0.07238092], dtype=float32), 84.77366, array(85., dtype=float32), 0.22634125]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0658089,  0.7693456, -0.8508884], dtype=float32), array([0.59289247, 0.33870402, 0.06840353], dtype=float32), 85.24489, array(85., dtype=float32), 0.2448883]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2471433,  0.6017633, -1.045131 ], dtype=float32), array([0.551059  , 0.377712  , 0.07122903], dtype=float32), 84.7983, array(85., dtype=float32), 0.2016983]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0706979 ,  0.77127904, -0.8646982 ], dtype=float32), array([0.5942092 , 0.33850095, 0.0672899 ], dtype=float32), 85.2692, array(85., dtype=float32), 0.2692032]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2520058,  0.6034654, -1.0589297], dtype=float32), array([0.55244213, 0.37746686, 0.07009108], dtype=float32), 84.82352, array(85., dtype=float32), 0.17648315]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0756918,  0.772964 , -0.878591 ], dtype=float32), array([0.59559524, 0.33821586, 0.06618889], dtype=float32), 85.29407, array(85., dtype=float32), 0.29406738]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2569796 ,  0.60491896, -1.0728221 ], dtype=float32), array([0.5538981 , 0.37713543, 0.06896649], dtype=float32), 84.84932, array(85., dtype=float32), 0.15068054]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0807967,  0.7743974, -0.8925735], dtype=float32), array([0.5970526 , 0.3378474 , 0.06510006], dtype=float32), 85.319534, array(85., dtype=float32), 0.3195343]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1630207,  0.6732494, -0.944441 ], dtype=float32), array([0.51098573, 0.40821448, 0.08079977], dtype=float32), 84.30186, array(85., dtype=float32), 0.698143]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2446303 ,  0.5726294 , -0.99617386], dtype=float32), array([0.55454034, 0.36913484, 0.07632472], dtype=float32), 84.78215, array(85., dtype=float32), 0.21784973]
[None, array([90., 80., 70.], dtype=float32), array([ 1.066353  ,  0.7377723 , -0.80400616], dtype=float32), array([0.59726155, 0.3311508 , 0.07158768], dtype=float32), 85.256744, array(85., dtype=float32), 0.25674438]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2496606 ,  0.57417244, -1.0095541 ], dtype=float32), array([0.5560034 , 0.36918518, 0.07481137], dtype=float32), 84.81191, array(85., dtype=float32), 0.18808746]
[None, array([90., 80., 70.], dtype=float32), array([ 1.072154  ,  0.74080145, -0.82188344], dtype=float32), array([0.5987931 , 0.33089012, 0.07031677], dtype=float32), 85.28476, array(85., dtype=float32), 0.28475952]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2548293,  0.5755733, -1.0232472], dtype=float32), array([0.5575281 , 0.36904523, 0.0734266 ], dtype=float32), 84.84101, array(85., dtype=float32), 0.15898895]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0778571 ,  0.74314713, -0.8383728 ], dtype=float32), array([0.6003664 , 0.33054137, 0.06909219], dtype=float32), 85.312744, array(85., dtype=float32), 0.31274414]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2601345 ,  0.57679224, -1.0371479 ], dtype=float32), array([0.55912644, 0.3687503 , 0.0721232 ], dtype=float32), 84.870026, array(85., dtype=float32), 0.12997437]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0835501 ,  0.7449564 , -0.85406315], dtype=float32), array([0.6019952 , 0.330104  , 0.06790075], dtype=float32), 85.34094, array(85., dtype=float32), 0.34094238]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2655752,  0.5777966, -1.0512099], dtype=float32), array([0.5608043 , 0.36832154, 0.07087418], dtype=float32), 84.89931, array(85., dtype=float32), 0.10069275]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0892885 ,  0.7463218 , -0.86929876], dtype=float32), array([0.6036892 , 0.3295764 , 0.06673435], dtype=float32), 85.36954, array(85., dtype=float32), 0.36953735]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1714785 ,  0.64511347, -0.9219027 ], dtype=float32), array([0.51785374, 0.39893758, 0.08320858], dtype=float32), 84.34644, array(85., dtype=float32), 0.6535568]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2528619 ,  0.5445743 , -0.97418696], dtype=float32), array([0.5613401 , 0.360249  , 0.07841088], dtype=float32), 84.82929, array(85., dtype=float32), 0.1707077]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0745637,  0.7089144, -0.7813452], dtype=float32), array([0.6037935 , 0.32280907, 0.07339746], dtype=float32), 85.30396, array(85., dtype=float32), 0.3039627]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2583842 ,  0.54572886, -0.9877913 ], dtype=float32), array([0.5630338 , 0.36016646, 0.07679971], dtype=float32), 84.862335, array(85., dtype=float32), 0.1376648]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0809332 ,  0.71173155, -0.79983616], dtype=float32), array([0.60555446, 0.32239017, 0.07205532], dtype=float32), 85.33499, array(85., dtype=float32), 0.33499146]
[None, array([90., 80., 70.], dtype=float32), array([ 1.264061 ,  0.5467288, -1.0017402], dtype=float32), array([0.5647938 , 0.35987377, 0.07533237], dtype=float32), 84.89461, array(85., dtype=float32), 0.105392456]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0871962,  0.713788 , -0.8168123], dtype=float32), array([0.6073606 , 0.32187566, 0.0707638 ], dtype=float32), 85.365974, array(85., dtype=float32), 0.36597443]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2698896 ,  0.54753006, -1.0159161 ], dtype=float32), array([0.5666348 , 0.35941026, 0.07395503], dtype=float32), 84.9268, array(85., dtype=float32), 0.07319641]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0934505 ,  0.71524775, -0.8329229 ], dtype=float32), array([0.60922706, 0.32126495, 0.06950803], dtype=float32), 85.397194, array(85., dtype=float32), 0.3971939]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1754018,  0.6137781, -0.8860941], dtype=float32), array([0.5236001 , 0.3894252 , 0.08697468], dtype=float32), 84.36625, array(85., dtype=float32), 0.6337509]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2563943 ,  0.51309395, -0.9388074 ], dtype=float32), array([0.5669517 , 0.35123652, 0.08181173], dtype=float32), 84.851395, array(85., dtype=float32), 0.14860535]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0779437 ,  0.67664397, -0.7455641 ], dtype=float32), array([0.6091116 , 0.31442028, 0.07646819], dtype=float32), 85.32644, array(85., dtype=float32), 0.3264389]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2623084,  0.5141121, -0.9525629], dtype=float32), array([0.5688085 , 0.35110676, 0.08008473], dtype=float32), 84.88724, array(85., dtype=float32), 0.11276245]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0847821 ,  0.6795009 , -0.76446086], dtype=float32), array([0.61103487, 0.3139274 , 0.07503781], dtype=float32), 85.35998, array(85., dtype=float32), 0.35997772]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2683882,  0.5149648, -0.9666839], dtype=float32), array([0.5707336 , 0.35074958, 0.07851683], dtype=float32), 84.92217, array(85., dtype=float32), 0.07782745]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0915    ,  0.68152374, -0.7817594 ], dtype=float32), array([0.6130043 , 0.3133332 , 0.07366245], dtype=float32), 85.39342, array(85., dtype=float32), 0.39341736]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2746317 ,  0.5156056 , -0.98104435], dtype=float32), array([0.57274425, 0.35020798, 0.07704779], dtype=float32), 84.95697, array(85., dtype=float32), 0.043029785]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0982063 ,  0.68289435, -0.7981489 ], dtype=float32), array([0.61503696, 0.31263733, 0.07232565], dtype=float32), 85.42711, array(85., dtype=float32), 0.42710876]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2810395 ,  0.51599604, -0.9955911 ], dtype=float32), array([0.57484835, 0.349508  , 0.07564367], dtype=float32), 84.99205, array(85., dtype=float32), 0.007949829]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1049695,  0.6837282, -0.8140274], dtype=float32), array([0.61714464, 0.31183788, 0.07101737], dtype=float32), 85.461266, array(85., dtype=float32), 0.46126556]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1867481 ,  0.58163023, -0.8673403 ], dtype=float32), array([0.5319088 , 0.37910247, 0.08898874], dtype=float32), 84.4292, array(85., dtype=float32), 0.5708008]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2673807 ,  0.48066476, -0.92015237], dtype=float32), array([0.5751867 , 0.3412262 , 0.08358707], dtype=float32), 84.916, array(85., dtype=float32), 0.083999634]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0892189,  0.6439175, -0.727983 ], dtype=float32), array([0.61702126, 0.30495656, 0.07802212], dtype=float32), 85.389984, array(85., dtype=float32), 0.38998413]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2738967 ,  0.48119622, -0.93429315], dtype=float32), array([0.5773205 , 0.3408805 , 0.08179898], dtype=float32), 84.955215, array(85., dtype=float32), 0.044784546]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0966516,  0.6462634, -0.746993 ], dtype=float32), array([0.61920977, 0.30426532, 0.07652495], dtype=float32), 85.42685, array(85., dtype=float32), 0.42684937]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2805935 ,  0.48153156, -0.94878405], dtype=float32), array([0.57953274, 0.34030122, 0.08016612], dtype=float32), 84.993675, array(85., dtype=float32), 0.006324768]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1039886 ,  0.64774764, -0.7645124 ], dtype=float32), array([0.6214527 , 0.30346516, 0.07508213], dtype=float32), 85.46371, array(85., dtype=float32), 0.46370697]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0264035,  0.7549823, -0.7254918], dtype=float32), array([0.58184016, 0.33952978, 0.07863015], dtype=float32), 85.03211, array(85., dtype=float32), 0.03211212]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2105739 ,  0.5893141 , -0.92600644], dtype=float32), array([0.53898257, 0.37923566, 0.0817818 ], dtype=float32), 84.57201, array(85., dtype=float32), 0.42799377]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0310621 ,  0.75938207, -0.74060166], dtype=float32), array([0.58248055, 0.3401645 , 0.07735496], dtype=float32), 85.05126, array(85., dtype=float32), 0.0512619]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2142138 ,  0.5935364 , -0.93878865], dtype=float32), array([0.53981704, 0.3797572 , 0.08042584], dtype=float32), 84.59392, array(85., dtype=float32), 0.40608215]
[None, array([90., 80., 70.], dtype=float32), array([ 1.035528  ,  0.7634696 , -0.75499934], dtype=float32), array([0.5831924 , 0.340693  , 0.07611459], dtype=float32), 85.07077, array(85., dtype=float32), 0.07077026]
[None, array([90., 80., 70.], dtype=float32), array([ 1.218015 ,  0.5974434, -0.9517175], dtype=float32), array([0.54066813, 0.3802069 , 0.07912496], dtype=float32), 84.61544, array(85., dtype=float32), 0.38455963]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0398976,  0.7672826, -0.7689787], dtype=float32), array([0.5839697 , 0.3411286 , 0.07490171], dtype=float32), 85.09068, array(85., dtype=float32), 0.09068298]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2219465 ,  0.6010678 , -0.96476305], dtype=float32), array([0.5415503 , 0.38058564, 0.07786411], dtype=float32), 84.63686, array(85., dtype=float32), 0.3631363]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0442328,  0.7708422, -0.7827195], dtype=float32), array([0.58480924, 0.34147924, 0.07371148], dtype=float32), 85.11098, array(85., dtype=float32), 0.11097717]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2259896,  0.6044292, -0.9779091], dtype=float32), array([0.54247314, 0.3808929 , 0.07663396], dtype=float32), 84.658394, array(85., dtype=float32), 0.34160614]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0485746,  0.7741598, -0.7963346], dtype=float32), array([0.5857095 , 0.34174967, 0.07254082], dtype=float32), 85.13169, array(85., dtype=float32), 0.13169098]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2301342 ,  0.6075406 , -0.99114656], dtype=float32), array([0.5434436 , 0.38112772, 0.07542863], dtype=float32), 84.68015, array(85., dtype=float32), 0.3198471]
[None, array([90., 80., 70.], dtype=float32), array([ 1.052951 ,  0.7772416, -0.8098966], dtype=float32), array([0.58667004, 0.34194237, 0.07138756], dtype=float32), 85.152824, array(85., dtype=float32), 0.1528244]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2343752,  0.6104091, -1.004471 ], dtype=float32), array([0.5444671 , 0.38128862, 0.07424425], dtype=float32), 84.702225, array(85., dtype=float32), 0.29777527]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0573804,  0.7800892, -0.823453 ], dtype=float32), array([0.58769125, 0.34205854, 0.07025024], dtype=float32), 85.174416, array(85., dtype=float32), 0.17441559]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2387106,  0.6130391, -1.0178802], dtype=float32), array([0.54554754, 0.38137424, 0.07307825], dtype=float32), 84.72469, array(85., dtype=float32), 0.2753067]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0618775 ,  0.78270316, -0.8370353 ], dtype=float32), array([0.5887739 , 0.34209833, 0.06912778], dtype=float32), 85.19646, array(85., dtype=float32), 0.19645691]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2431412 ,  0.61543274, -1.031374  ], dtype=float32), array([0.54668826, 0.38138285, 0.07192887], dtype=float32), 84.74759, array(85., dtype=float32), 0.2524109]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0664535,  0.7850836, -0.8506647], dtype=float32), array([0.58991915, 0.34206146, 0.06801934], dtype=float32), 85.218994, array(85., dtype=float32), 0.21899414]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2476692 ,  0.61759067, -1.0449528 ], dtype=float32), array([0.5478923 , 0.381313  , 0.07079476], dtype=float32), 84.77097, array(85., dtype=float32), 0.2290268]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0711174 ,  0.78722876, -0.86435586], dtype=float32), array([0.5911286 , 0.3419472 , 0.06692423], dtype=float32), 85.24205, array(85., dtype=float32), 0.24205017]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2522984 ,  0.61951303, -1.0586177 ], dtype=float32), array([0.5491622 , 0.38116276, 0.069675  ], dtype=float32), 84.79487, array(85., dtype=float32), 0.20513153]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0758765,  0.7891365, -0.8781196], dtype=float32), array([0.5924037 , 0.34175438, 0.06584188], dtype=float32), 85.26562, array(85., dtype=float32), 0.26561737]
[None, array([90., 80., 70.], dtype=float32), array([ 1.257031 ,  0.621197 , -1.0723711], dtype=float32), array([0.5505005 , 0.38093054, 0.06856887], dtype=float32), 84.81931, array(85., dtype=float32), 0.18068695]
[None, array([90., 80., 70.], dtype=float32), array([ 1.080737  ,  0.79080385, -0.89196384], dtype=float32), array([0.59374624, 0.3414818 , 0.06477188], dtype=float32), 85.28974, array(85., dtype=float32), 0.28974152]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2618718,  0.6226409, -1.0862153], dtype=float32), array([0.5519096 , 0.38061458, 0.06747577], dtype=float32), 84.84434, array(85., dtype=float32), 0.15566254]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0857056 ,  0.7922282 , -0.90589505], dtype=float32), array([0.59515816, 0.34112805, 0.06371377], dtype=float32), 85.31444, array(85., dtype=float32), 0.31443787]
[None, array([90., 80., 70.], dtype=float32), array([ 1.168091  ,  0.6913336 , -0.95765984], dtype=float32), array([0.50903124, 0.4119449 , 0.07902388], dtype=float32), 84.30007, array(85., dtype=float32), 0.6999283]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2499079 ,  0.59090436, -1.0093105 ], dtype=float32), array([0.5526332 , 0.37269095, 0.07467574], dtype=float32), 84.77957, array(85., dtype=float32), 0.22042847]
